agency_cd,site_id,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,date_begin,date_end,count_nu,yr_begin,yr_end,yr_total
USGS,10257549,WHITEWATER R A WINDY POINT OVERFLOW CHANNEL CA,ST,33.8989045,-116.6211256,S,"NAD83",1040,10,NGVD29,18100201,dv,00060,00003,7249,NA,wat,NA,1645423,0,1998-10-01,2021-07-25,8330,1998,2021,23
USGS,10257550,WHITEWATER R A WINDY PT NR WHITE WATER CA,ST,33.8989045,-116.6211256,F,"NAD83",1040,10,NGVD29,18100201,dv,00060,00003,224906,NA,wat,NA,1645423,0,1984-10-01,2021-07-25,13031,1984,2021,37
USGS,10257720,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,ST,33.84385,-116.6058083,5,"NAD83",2111,4.3,"NAVD88",18100201,dv,00060,00003,7253,NA,wat,NA,1645423,0,1986-10-01,2021-07-25,12714,1986,2021,35
USGS,10259050,PALM CYN WASH NR CATHEDRAL CITY CA,ST,33.79724196,-116.481958,F,"NAD83",330,10,NGVD29,18100201,dv,00060,00003,7260,NA,wat,NA,1645423,0,1987-10-01,2021-07-25,12350,1987,2021,34
USGS,10259100,WHITEWATER R A RANCHO MIRAGE CA,ST,33.749466,-116.4227903,F,"NAD83",NA,NA,NA,18100201,dv,00060,00003,7261,NA,wat,NA,1645423,0,1989-03-30,2021-07-25,11806,1989,2021,32
USGS,10259300,WHITEWATER R A INDIO CA,ST,33.7372434,-116.236118,F,"NAD83",0,5,NGVD29,18100201,dv,00060,00003,295894,NA,wat,NA,1645423,0,1966-03-01,2021-07-25,20234,1966,2021,55
USGS,10259540,WHITEWATER R NR MECCA,ST,33.52474915,-116.0775023,F,"NAD83",NA,NA,NA,18100201,dv,00060,00003,7264,NA,wat,NA,1645423,0,1960-10-01,2021-07-25,22152,1960,2021,61
USGS,10260500,DEEP C NR HESPERIA CA,ST,34.34305858,-117.2264316,F,"NAD83",3030,20,NGVD29,18090208,dv,00060,00003,7271,NA,wat,NA,1645423,0,1904-10-01,2021-07-25,40109,1904,2021,117
USGS,10260550,WF MOJAVE R AB SILVERWOOD LAKE NR HESPERIA CA,ST,34.28500486,-117.3719912,S,"NAD83",3550,20,NGVD29,18090208,dv,00060,00003,213378,NA,wat,NA,1645423,0,1995-10-01,2020-09-30,8402,1995,2020,25
USGS,10260620,HOUSTON C AB LK GREGORY A CRESTLINE CA,ST,34.2425064,-117.280877,F,"NAD83",4540,20,NGVD29,18090208,dv,00060,00003,7282,NA,wat,NA,1645423,0,1979-03-08,1993-12-05,5342,1979,1993,14
USGS,10260630,ABONDIGAS C AB LK GREGORY A CRESTLINE CA,ST,34.23778436,-117.265043,F,"NAD83",4550,20,NGVD29,18090208,dv,00060,00003,7283,NA,wat,NA,1645423,0,1979-03-08,1993-09-30,5321,1979,1993,14
USGS,10260650,HOUSTON C BL LK GREGORY A CRESTLINE CA,ST,34.2483395,-117.2689321,F,"NAD83",4440,20,NGVD29,18090208,dv,00060,00003,7285,NA,wat,NA,1645423,0,1979-03-08,1993-09-29,5320,1979,1993,14
USGS,10260700,EF OF WF MOJAVE R AB SILVERWOOD LK NR HESPERIA CA,ST,34.2702832,-117.292822,S,"NAD83",3590,20,NGVD29,18090208,dv,00060,00003,213379,NA,wat,NA,1645423,0,1995-10-01,2020-09-30,8767,1995,2020,25
USGS,10260776,EB CALIFORNIA AQUEDUCT A ALAMO PP NR GORMAN CA,ST,34.81553377,-118.6850897,S,"NAD83",2932.5,0.1,NGVD29,18090206,dv,00060,00003,7287,<GEN+BYPASS+LEAK>,wat,NA,1645423,0,1995-10-01,2015-09-30,6575,1995,2015,20
USGS,10260780,EB CA AQUEDUCT A MOJAVE SIPHON PP NR HESPERIA CA,ST,34.30694847,-117.324212,S,"NAD83",3182,20,NGVD29,18090208,dv,00060,00003,7289,NA,wat,NA,1645423,0,1995-10-01,2014-09-29,6573,1995,2014,19
USGS,10260820,WF MOJAVE R BL SILVERWOOD LK CA,ST,34.3041708,-117.3192118,S,"NAD83",3180,20,NGVD29,18090208,dv,00060,00003,213381,NA,wat,NA,1645423,0,1980-10-01,2020-09-30,9862,1980,2020,40
USGS,10260822,LAS FLORES REL FROM EB CA AQUEDUCT NR HESPERIA CA,ST,34.3091706,-117.3167118,S,"NAD83",3160,20,NGVD29,18090208,dv,00060,00003,213382,NA,wat,NA,1645423,0,1995-10-01,2020-09-30,8767,1995,2020,25
USGS,10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,ST,34.33889196,-117.2578213,S,"NAD83",3050,20,NGVD29,18090208,dv,00060,00003,7297,NA,wat,NA,1645423,0,1974-10-01,2021-07-25,17098,1974,2021,47
USGS,10261100,MOJAVE R BL FORKS RES NR HESPERIA CA,ST,34.34583624,-117.2380986,S,"NAD83",2956,20,NGVD29,18090208,dv,00060,00003,7309,NA,wat,NA,1645423,0,1971-10-01,1997-09-29,7303,1971,1997,26
USGS,10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,ST,34.57304916,-117.3206018,F,"NAD83",2643.01,10,NGVD29,18090208,dv,00060,00003,7314,NA,wat,NA,1645423,0,1899-03-01,2021-07-25,35115,1899,2021,122
USGS,10262000,MOJAVE R NR HODGE CA,ST,34.83581727,-117.1917113,F,"NAD83",NA,NA,NA,18090208,dv,00060,00003,7324,NA,wat,NA,1645423,0,1930-10-01,1993-09-29,9130,1930,1993,63
USGS,10262500,MOJAVE R A BARSTOW CA,ST,34.90692668,-117.022818,F,"NAD83",2090,10,NGVD29,18090208,dv,00060,00003,7325,NA,wat,NA,1645423,0,1930-10-01,2021-07-25,33169,1930,2021,91
USGS,10263000,MOJAVE R A AFTON CA,ST,35.03720565,-116.3841887,F,"NAD83",1398.15,0.01,NGVD29,18090208,dv,00060,00003,7328,NA,wat,NA,1645423,0,1929-10-01,2021-07-25,25496,1929,2021,92
USGS,10265150,HOT C A FLUME NR MAMMOTH LAKES CA,ST,37.66882166,-118.8176312,F,"NAD83",6950,5,NGVD29,18090102,dv,00060,00003,7376,NA,wat,NA,1645423,0,1982-11-17,2021-07-25,14054,1982,2021,39
USGS,10270680,GREEN C COND OUTLET NR BISHOP CA,ST,37.17048855,-118.5648314,S,"NAD83",9800,20,NGVD29,18090102,dv,00060,00003,213288,NA,wat,NA,1645423,0,1987-10-01,2016-09-30,6200,1987,2016,29
USGS,10270800,SF BISHOP C BL S LK NR BISHOP CA,ST,37.17715504,-118.563165,F,"NAD83",9580,20,NGVD29,18090102,dv,00060,00003,213294,NA,wat,NA,1645423,0,1985-10-01,2020-09-30,12784,1985,2020,35
USGS,10270830,SF BISHOP C BL SF DIV DAM NR BISHOP CA,ST,37.2407648,-118.56539,S,"NAD83",7130,20,NGVD29,18090102,dv,00060,00003,213313,NA,wat,NA,1645423,0,1994-08-16,2020-09-30,9157,1994,2020,26
USGS,10270872,MF BISHOP C BL LK SABRINA NR BISHOP CA,ST,37.213822,-118.6103894,S,"NAD83",9060,20,NGVD29,18090102,dv,00060,00003,213303,NA,wat,NA,1645423,0,1985-10-01,2020-09-30,12784,1985,2020,35
USGS,10270877,MF BISHOP C BL INTAKE NO 2 RES NR BISHOP CA,ST,37.2479873,-118.5823349,S,"NAD83",8080,20,NGVD29,18090102,dv,00060,00003,240782,NA,wat,NA,1645423,0,1988-10-01,2020-09-27,10597,1988,2020,32
USGS,10270900,BIRCH-MCGEE C DIV TO BISHOP C PP NR BISHOP CA,ST,37.2738205,-118.5801136,F,"NAD83",7950,20,NGVD29,18090102,dv,00060,00003,213311,NA,wat,NA,1645423,0,1989-10-01,2020-09-30,10618,1989,2020,31
USGS,10271060,BISHOP C PP NO 6 CONDUIT NR BISHOP CA,ST,37.3379854,-118.4776134,F,"NAD83",NA,NA,NA,18090102,dv,00060,00003,213315,NA,wat,NA,1645423,0,1989-10-01,2020-09-30,11323,1989,2020,31
USGS,10271200,BISHOP C AB PP NO 6 NR BISHOP CA,ST,37.34992977,-118.462613,F,"NAD83",NA,NA,NA,18090102,dv,00060,00003,213317,NA,wat,NA,1645423,0,1988-10-01,2020-09-30,11688,1988,2020,32
USGS,10271210,BISHOP C BL PP NO 6 NR BISHOP CA (ACTUAL) CA,ST,37.34965199,-118.4623352,F,"NAD83",NA,NA,NA,18090102,dv,00060,00003,7410,NA,wat,NA,1645423,0,1969-10-01,1990-09-29,7669,1969,1990,21
USGS,10287069,MILL C BL LUNDY LK NR LEE VINING CA,ST,38.0329787,-119.2165424,F,"NAD83",7760,20,NGVD29,18090101,dv,00060,00003,213352,NA,wat,NA,1645423,0,1988-10-01,2020-09-30,11555,1988,2020,32
USGS,10287070,MILL C BL LUNDY LK NR MONO LK(ACTUAL) CA,ST,38.0327009,-119.215709,F,"NAD83",NA,NA,NA,18090101,dv,00060,00003,7439,NA,wat,NA,1645423,0,1969-10-01,1990-09-29,7669,1969,1990,21
USGS,10287145,UP CONWAY D NR LEE VINING CA,ST,38.04214527,-119.1726516,F,"NAD83",7020,20,NGVD29,18090101,dv,00060,00003,213357,NA,wat,NA,1645423,0,1986-10-01,2020-09-30,12419,1986,2020,34
USGS,10287195,LUNDY PP TAILRACE NR LEE VINING CA,ST,38.0427008,-119.1726516,F,"NAD83",7020,20,NGVD29,18090101,dv,00060,00003,213362,NA,wat,NA,1645423,0,1986-10-01,2020-09-30,12419,1986,2020,34
USGS,10287281,RUSH C CONTROLLED REL BL GEM LAKE NR JUNE LAKE CA,ST,37.75132009,-119.1415343,S,"NAD83",9000,20,NGVD29,18090101,dv,00060,00003,213376,NA,wat,NA,1645423,0,1999-10-19,2020-09-30,7342,1999,2020,21
USGS,10287289,RUSH C AT FLUME BL AGNEW LAKE NR JUNE LAKE CA,ST,37.7590977,-119.130701,F,"NAD83",8440,20,NGVD29,18090101,dv,00060,00003,213392,NA,wat,NA,1645423,0,1988-10-01,2020-09-30,11359,1988,2020,32
USGS,10287290,RUSH C BL AGNEW LK NR JUNE LAKE CA (ACTUAL) CA,ST,37.7588199,-119.130701,F,"NAD83",8480,20,NGVD29,18090101,dv,00060,00003,295910,NA,wat,NA,1645423,0,1969-10-01,1990-09-29,7669,1969,1990,21
USGS,10287300,RUSH C PP TAILRACE NR JUNE LAKE CA,ST,37.76631976,-119.1223677,F,"NAD83",7230,20,NGVD29,18090101,dv,00060,00003,213393,NA,wat,NA,1645423,0,1986-10-01,2020-09-30,12419,1986,2020,34
USGS,10287655,LEE VINING C BL SADDLEBAG LK NR LEE VINING CA,ST,37.9643687,-119.2732103,S,"NAD83",10050,20,NGVD29,18090101,dv,00060,00003,213394,NA,wat,NA,1645423,0,1997-10-01,2020-09-30,8401,1997,2020,23
USGS,10287762,POOLE PP CONDUIT INTAKE NR LEE VINING CA,ST,37.9357588,-119.2307076,F,"NAD83",9450,20,NGVD29,18090101,dv,00060,00003,213396,NA,wat,NA,1645423,0,1989-10-01,2020-09-30,11323,1989,2020,31
USGS,10287770,LEE VINING C BL RHINEDOLLAR DAM NR LEE VINING CA,ST,37.93603659,-119.2309854,F,"NAD83",9450,20,NGVD29,18090101,dv,00060,00003,213397,NA,wat,NA,1645423,0,1987-10-01,2020-09-30,12054,1987,2020,33
USGS,10290500,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",ST,38.17214225,-119.3246032,U,"NAD83",7050,0.01,NGVD29,16050301,dv,00060,00003,102489,NA,wat,NA,1645423,0,1953-10-01,2015-10-13,15872,1953,2015,62
USGS,10293000,"E WALKER RV NR BRIDGEPORT, CA",ST,38.3276958,-119.2148759,F,"NAD83",6400,20,NGVD29,16050301,dv,00060,00003,102494,NA,wat,NA,1645423,0,1921-10-01,2021-07-26,36160,1921,2021,100
USGS,10296000,"W WALKER RV BLW L WALKER RV NR COLEVILLE, CA",ST,38.3796366,-119.4501649,S,"NAD83",6591.39,1,NGVD29,16050302,dv,00060,00003,102502,NA,wat,NA,1645423,0,1938-04-01,2021-07-26,30427,1938,2021,83
USGS,10296500,"W WALKER RV NR COLEVILLE, CA",ST,38.51324495,-119.4498872,S,"NAD83",5520,20,NGVD29,16050302,dv,00060,00003,102503,NA,wat,NA,1645423,0,1902-10-01,2021-07-26,34348,1902,2021,119
USGS,103087885,LEVIATHAN C CHANNEL UNDERDRAIN NR MARKLEEVILLE CA,ST,38.7093506,-119.6623949,S,"NAD83",6800,40,NGVD29,16050201,dv,00060,00003,7474,NA,wat,NA,1645423,0,1999-11-03,2012-10-08,4697,1999,2012,13
USGS,103087889,4L C NR MARKLEEVILLE CA,ST,38.7108333,-119.6630556,S,"NAD83",6780,40,NGVD29,16050201,dv,00060,00003,7477,NA,wat,NA,1645423,0,2003-10-01,2021-07-25,6506,2003,2021,18
USGS,10308789,LEVIATHAN C AB ASPEN C NR MARKLEEVILLE CA,ST,38.7168505,-119.6601726,S,"NAD83",6700,40,NGVD29,16050201,dv,00060,00003,295913,NA,wat,NA,1645423,0,1998-10-24,2021-07-25,8305,1998,2021,23
USGS,103087891,ASPEN C ABV LEVIATHAN MINE NR MARKLEEVILLE CA,ST,38.7086111,-119.648611,S,"NAD83",7190,40,NGVD29,16050201,dv,00060,00003,7479,NA,wat,NA,1645423,0,2003-10-01,2021-07-25,6492,2003,2021,18
USGS,103087892,ASPEN C OVERBURDEN SEEP NR MARKLEEVILLE CA,ST,38.71240619,-119.6540613,S,"NAD83",7100,40,NGVD29,16050201,dv,00060,00003,7480,NA,wat,NA,1645423,0,1998-11-07,2012-10-07,4857,1998,2012,14
USGS,10308792,LEVIATHAN C AB MOUNTAINEER C NR MARKLEEVILLE CA,ST,38.73573925,-119.6454497,S,"NAD83",6220,40,NGVD29,16050201,dv,00060,00003,7481,NA,wat,NA,1645423,0,1999-12-29,2021-07-25,7877,1999,2021,22
USGS,10308794,BRYANT C BL MOUNTAINEER C NR MARKLEEVILLE CA,ST,38.73573925,-119.6454497,S,"NAD83",6300,40,NGVD29,16050201,dv,00060,00003,295914,NA,wat,NA,1645423,0,1998-11-07,2021-07-25,8294,1998,2021,23
USGS,10310300,"FREDERICKSBURG CYN CK NR FREDERICKSBURG, CA",ST,38.82712805,-119.7998997,T,"NAD83",5520,20,NGVD29,16050201,dv,00060,00003,102583,NA,wat,NA,1645423,0,1988-12-01,2001-09-30,4687,1988,2001,13
USGS,103366092,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",ST,38.8485185,-120.0271275,S,"NAD83",6310,20,NGVD29,16050101,dv,00060,00003,102819,NA,wat,NA,1645423,0,1990-06-01,2021-07-25,11367,1990,2021,31
USGS,10336610,"UPPER TRUCKEE RV AT SOUTH LAKE TAHOE, CA",ST,38.9224078,-119.9915706,S,"NAD83",6229.04,0.01,NGVD29,16050101,dv,00060,00003,102827,NA,wat,NA,1645423,0,1971-10-01,2021-07-25,16760,1971,2021,50
USGS,10336626,TAYLOR C NR CAMP RICHARDSON CA,ST,38.9215744,-120.0612952,F,"NAD83",NA,NA,NA,16050101,dv,00060,00003,7492,NA,wat,NA,1645423,0,1968-10-01,1992-12-14,8841,1968,1992,24
USGS,10336674,WARD C BL CONFLUENCE NR TAHOE CITY CA,ST,39.1407401,-120.2121377,S,"NAD83",6600,20,NGVD29,16050101,dv,00060,00003,7543,NA,wat,NA,1645423,0,1991-10-01,2011-11-01,7337,1991,2011,20
USGS,10336775,"TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE, CA",ST,38.90339444,-119.9688917,H,"NAD83",6269.57,0.1,"NAVD88",16050101,dv,00060,00003,102867,NA,wat,NA,1645423,0,1990-06-01,2014-10-04,8892,1990,2014,24
USGS,10337500,TRUCKEE R A TAHOE CITY CA,ST,39.16629577,-120.1443586,F,"NAD83",6216.59,0.05,NGVD29,16050102,dv,00060,00003,7588,NA,wat,NA,1645423,0,1895-07-01,2021-07-25,41296,1895,2021,126
USGS,10338000,TRUCKEE R NR TRUCKEE CA,ST,39.2962952,-120.2054752,F,"NAD83",5860,20,NGVD29,16050102,dv,00060,00003,7600,NA,wat,NA,1645423,0,1944-12-01,2021-07-25,18223,1944,2021,77
USGS,10338500,DONNER C A DONNER LK NR TRUCKEE CA,ST,39.3235172,-120.2343654,F,"NAD83",5924.4,0.01,NGVD29,16050102,dv,00060,00003,7606,NA,wat,NA,1645423,0,1929-01-01,2021-07-25,32287,1929,2021,92
USGS,10338700,DONNER C AT HWY 89 NR TRUCKEE CA,ST,39.32101739,-120.2079759,S,"NAD83",5870,20,NGVD29,16050102,dv,00060,00003,7607,NA,wat,NA,1645423,0,1993-03-24,2021-07-25,10347,1993,2021,28
USGS,10343000,INDEPENDENCE C NR TRUCKEE CA,ST,39.4565717,-120.2871477,F,"NAD83",6940,20,NGVD29,16050102,dv,00060,00003,7640,NA,wat,NA,1645423,0,1909-10-21,2021-07-25,19621,1909,2021,112
USGS,10344400,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,ST,39.43574106,-120.084366,F,"NAD83",5618.67,20,NGVD29,16050102,dv,00060,00003,7658,NA,wat,NA,1645423,0,1939-09-01,2021-07-25,29430,1939,2021,82
USGS,10344500,LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA,ST,39.38685177,-120.0954757,F,"NAD83",5500,20,NGVD29,16050102,dv,00060,00003,7666,NA,wat,NA,1645423,0,1911-01-01,2021-07-25,31887,1911,2021,110
USGS,10344505,TRUCKEE R A BOCA BRIDGE NR TRUCKEE CA,ST,39.38518517,-120.0876977,S,"NAD83",5484,20,NGVD29,16050102,dv,00060,00003,7668,NA,wat,NA,1645423,0,2002-08-28,2021-07-25,6905,2002,2021,19
USGS,10346000,TRUCKEE R A FARAD CA,ST,39.42796385,-120.0340873,S,"NAD83",5153.21,0.01,NGVD29,16050102,dv,00060,00003,7685,NA,wat,NA,1645423,0,1909-01-01,2021-07-25,41114,1909,2021,112
USGS,10356500,SUSAN R A SUSANVILLE CA,ST,40.4137361,-120.6642556,5,"NAD83",4225.72,5,NGVD29,18080003,dv,00060,00003,7699,NA,wat,NA,1645423,0,1900-06-01,1994-10-12,19036,1900,1994,94
USGS,10358500,WILLOW C NR SUSANVILLE CA,ST,40.4890637,-120.5371707,F,"NAD83",NA,NA,NA,18080003,dv,00060,00003,7702,NA,wat,NA,1645423,0,1950-10-01,1994-10-12,16083,1950,1994,44
USGS,11012000,COTTONWOOD C AB TECATE C NR DULZURA CA,ST,32.5750606,-116.7539079,F,"NAD83",569.4,0.01,NGVD29,18070305,dv,00060,00003,7713,NA,wat,NA,1645423,0,1936-10-01,2007-09-30,25932,1936,2007,71
USGS,11012500,CAMPO C NR CAMPO CA,ST,32.591172,-116.525572,F,"NAD83",2179.08,20,NGVD29,18070305,dv,00060,00003,7715,NA,wat,NA,1645423,0,1936-10-01,2021-07-25,30977,1936,2021,85
USGS,11013000,TIJUANA R NR DULZURA CA,ST,32.5656161,-116.7750194,F,"NAD83",542.42,0.01,NGVD29,18070305,dv,00060,00003,7716,NA,wat,NA,1645423,0,1936-10-01,1990-09-30,19723,1936,1990,54
USGS,11014000,JAMUL C NR JAMUL CA,ST,32.6375566,-116.8841893,F,"NAD83",514.22,0.16,"NAVD88",18070304,dv,00060,00003,7722,NA,wat,NA,1645423,0,1940-04-10,2021-07-25,27104,1940,2021,81
USGS,11015000,SWEETWATER R NR DESCANSO CA,ST,32.8347737,-116.6230747,F,"NAD83",3269.24,20,NGVD29,18070304,dv,00060,00003,7726,NA,wat,NA,1645423,0,1905-10-01,2021-07-25,31706,1905,2021,116
USGS,11016200,SWEETWATER R A DEHESA CA,ST,32.77416667,-116.8502778,U,"NAD83",520,20,NGVD29,18070304,dv,00060,00003,7729,NA,wat,NA,1645423,0,2005-10-01,2021-07-25,5775,2005,2021,16
